Address,Type,Area,Price,Bedroom,Toilet,Floor,Furniture,Direction,Legal,Posting date,Expiry date,Ad type,Ad code
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Feliz En Vista, Phan Văn Đáng,  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Căn hộ chung cư,181 m²,21 tỷ,4 phòng,,,Đầy đủ,,,03/05/2025,10/05/2025,Tin VIP Bạc,42872807
"Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",Nhà mặt phố,153 m²,60 tỷ,,,6 tầng,,,,03/05/2025,10/05/2025,Tin VIP Bạc,40451610
"Dự án Dream Home Riverside, Đường Nguyễn Văn Linh, Phường 7, Quận 8, Hồ Chí Minh",Căn hộ chung cư,62 m²,"1,4 tỷ",2 phòng,,,Cơ bản,,Hợp đồng mua bán,03/05/2025,10/05/2025,Tin VIP Bạc,42694080
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Nhà riêng,250 m²,"11,9 tỷ",3 phòng,,2 tầng,Cơ bản,,Sổ đỏ/,03/05/2025,10/05/2025,Tin VIP Bạc,42609310
"Dự án Conic Boulevard, Đường Huỳnh Bá Chánh, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,85 m²,"2,61 tỷ",2 phòng,,,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42737157
"Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh","Nhà biệt thự, liền kề",176 m²,"37,9 tỷ",8 phòng,,6 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng.,03/05/2025,10/05/2025,Tin VIP Bạc,41916428
"Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",Nhà mặt phố,160 m²,"22,2 tỷ",4 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42872615
"Dự án Emerald - Celadon City, Đường N4, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,71 m²,"4,25 tỷ",2 phòng,,,,,Hợp đồng mua bán,03/05/2025,10/05/2025,Tin VIP Bạc,42534943
"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Nhà mặt phố,178 m²,"23,3 tỷ",,,5 tầng,,,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42802842
"Đường Nguyễn Văn Lượng, Phường 17, Gò Vấp, Hồ Chí Minh",Nhà riêng,380 m²,"28,4 tỷ",18 phòng,,3 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42872547
"Căn hộ Florita , Tân Hưng, Quận 7, Hồ Chí Minh",Căn hộ chung cư,80 m²,"4,45 tỷ",2 phòng,,,Đầy đủ,Bắc,,03/05/2025,10/05/2025,Tin VIP Bạc,42779178
"Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Nhà riêng,56 m²,"6,68 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42872436
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,68 m²,"4,65 tỷ",2 phòng,,2 tầng,Đầy đủ,Đông,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42872434
"Đường Nguyễn Văn Tạo, Xã Long Thới, Nhà Bè, Hồ Chí Minh",Đất bán,100 m²,"3,3 tỷ",,,,,,,03/05/2025,10/05/2025,Tin VIP Bạc,40150152
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Nhà riêng,60 m²,7 tỷ,4 phòng,,4 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,03/05/2025,05/05/2025,Tin thường,42324903
"Eaton Park, Mai Chí Thọ, An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"71,7 m²","9,3 tỷ",2 phòng,,,Cơ bản,Đông - Bắc,Hợp đồng mua bán,03/05/2025,10/05/2025,Tin VIP Bạc,42872226
"Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh",Nhà riêng,65 m²,"7,9 tỷ",2 phòng,,1 tầng,Không nội thất,Bắc,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42870674
"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Nhà riêng,300 m²,"23,8 tỷ",55 phòng,,,,,Sổ đỏ/ Sổ hồng,07/05/2025,14/05/2025,Tin VIP Bạc,42800992
"Đường Chương Dương, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",Nhà riêng,76 m²,"5,68 tỷ",3 phòng,,2 tầng,Cơ bản,,Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42648866
"Đường Trần Văn Đang, Phường 9, Quận 3, Hồ Chí Minh",Nhà riêng,60 m²,Thỏa thuận,4 phòng,,3 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42872042
"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",Nhà riêng,45 m²,8 tỷ,4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,08/05/2025,18/05/2025,Tin thường,42374969
"Đường Đỗ Thị Lời, Phường 11, Quận 3, Hồ Chí Minh",Nhà mặt phố,"53,9 m²","19,9 tỷ",4 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42351428
"Đường Hoàng Hoa Thám, Phường 7, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,"155,8 m²","33,5 tỷ",3 phòng,,3 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42234947
"Đường  Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,"118,3 m²",45 tỷ,7 phòng,,8 tầng,Cơ bản,,Sổ hồng riêng.,04/05/2025,14/05/2025,Tin thường,42721639
"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",Nhà mặt phố,"40,6 m²",26 tỷ,5 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,41113744
"Đường Hoàng Văn Thụ, Phường 15, Phú Nhuận, Hồ Chí Minh",Nhà mặt phố,"137,3 m²",60 tỷ,5 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42360306
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",Nhà mặt phố,"53,7 m²",26 tỷ,4 phòng,,4 tầng,Cơ bản.,,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42721909
"Đường D5, Phường An Khánh, Quận 2, Hồ Chí Minh",Nhà mặt phố,"62,5 m²",19 tỷ,4 phòng,,4 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42616081
"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,81 m²,"36,8 tỷ",5 phòng,,5 tầng,Cơ bản.,,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42591106
"Diamond Centery, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,121 m²,"8,9 tỷ",2 phòng,,,,Nam,Hợp đồng mua bán,03/05/2025,10/05/2025,Tin VIP Bạc,41652589
"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Căn hộ chung cư,50 m²,"3,3 tỷ",1 phòng,,,,,,03/05/2025,10/05/2025,Tin VIP Bạc,41176532
"Đường Phạm Văn Chiêu, Phường 8, Gò Vấp, Hồ Chí Minh",Nhà riêng,80 m²,"6,9 tỷ",3 phòng,,3 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42589913
"Dự án Saigon South Residences, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Căn hộ chung cư,71 m²,"3,8 tỷ",2 phòng,,,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,09/05/2025,16/05/2025,Tin VIP Bạc,40583514
"27, Đường 47, Phường Thảo Điền, Quận 2, Hồ Chí Minh","Nhà biệt thự, liền kề",332 m²,170 triệu/m²,4 phòng,,,Đầy đủ,Đông,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42833614
"Thảo Điền Green, Nguyễn Văn Hưởng, Thảo Điền, Quận 2, Hồ Chí Minh",Căn hộ chung cư,323 m²,80 tỷ,,,,,,Hợp đồng mua bán,03/05/2025,10/05/2025,Tin VIP Bạc,42871659
"The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,46 m²,"3,18 tỷ",2 phòng,,,Đầy đủ,,Đang chờ sổ,03/05/2025,10/05/2025,Tin VIP Bạc,42871896
"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà riêng,"62,5 m²","15,5 tỷ",4 phòng,,4 tầng,Tặng lại nội thất cho khách thiện chí.,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42871852
"Dự án The Flemington, Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh",Căn hộ chung cư,87 m²,"5,9 tỷ",3 phòng,,,,,,03/05/2025,13/05/2025,Tin VIP Bạc,42493211
"Dự án King Crown Village, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh","Nhà biệt thự, liền kề",299 m²,90 tỷ,,,4 tầng,Full nội thất nhập khẩu 90 tỷ.,,,03/05/2025,10/05/2025,Tin VIP Bạc,42233600
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà riêng,76 m²,"7,99 tỷ",3 phòng,,1 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42760467
"Dự án Terra Royal, Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh.",Căn hộ chung cư,72 m²,"6,5 tỷ",2 phòng,,,Bàn giao nội thất hoàn thiện cơ bản.,,,03/05/2025,10/05/2025,Tin VIP Bạc,24105232
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",Nhà mặt phố,80 m²,"11,5 tỷ",5 phòng,,4 tầng,Đầy đủ,Tây - Bắc,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42818152
"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,61 m²,"3,35 tỷ",2 phòng,,,Cơ bản,,Đang chờ sổ,03/05/2025,18/05/2025,Tin VIP Bạc,39332198
"Diamond Centery, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,86 m²,"5,9 tỷ",2 phòng,,,,,Hợp đồng mua bán,03/05/2025,13/05/2025,Tin VIP Bạc,42669351
"Dự án Centana Thủ Thiêm, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,88 m²,5 tỷ,3 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,41425455
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Nhà biệt thự, liền kề",85 m²,8 tỷ,4 phòng,,3 tầng,Đầy đủ,Đông,Sổ đỏ/ Sổ hồng,01/05/2025,16/05/2025,Tin VIP Bạc,42862305
"Đường Số 4, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Đất bán,112 m²,"7,35 tỷ",,,,,Đông - Bắc,Sổ đỏ/ Sổ hồng,03/05/2025,18/05/2025,Tin VIP Bạc,42871329
"Đường Số 21, Phường 8, Gò Vấp, Hồ Chí Minh",Nhà riêng,60 m²,Thỏa thuận,2 phòng,,1 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng.,03/05/2025,10/05/2025,Tin VIP Bạc,41724854
"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Căn hộ chung cư,75 m²,Thỏa thuận,2 phòng,,,,,Sổ đỏ/ Sổ hồng,03/05/2025,08/05/2025,Tin thường,42576718
"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",Nhà riêng,45 m²,8 tỷ,4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,08/05/2025,18/05/2025,Tin thường,42374969
"Đường Đỗ Thị Lời, Phường 11, Quận 3, Hồ Chí Minh",Nhà mặt phố,"53,9 m²","19,9 tỷ",4 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42351428
"Đường Hoàng Hoa Thám, Phường 7, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,"155,8 m²","33,5 tỷ",3 phòng,,3 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42234947
"Đường  Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,"118,3 m²",45 tỷ,7 phòng,,8 tầng,Cơ bản,,Sổ hồng riêng.,04/05/2025,14/05/2025,Tin thường,42721639
"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",Nhà mặt phố,"40,6 m²",26 tỷ,5 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,41113744
"Đường Hoàng Văn Thụ, Phường 15, Phú Nhuận, Hồ Chí Minh",Nhà mặt phố,"137,3 m²",60 tỷ,5 phòng,,5 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42360306
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",Nhà mặt phố,"53,7 m²",26 tỷ,4 phòng,,4 tầng,Cơ bản.,,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42721909
"Đường D5, Phường An Khánh, Quận 2, Hồ Chí Minh",Nhà mặt phố,"62,5 m²",19 tỷ,4 phòng,,4 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42616081
"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",Nhà mặt phố,81 m²,"36,8 tỷ",5 phòng,,5 tầng,Cơ bản.,,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42591106
"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",Căn hộ chung cư,75 m²,"3,35 tỷ",2 phòng,,,Đầy đủ,Bắc,Sổ đỏ/ Sổ hồng,03/05/2025,18/05/2025,Tin VIP Bạc,42468331
"Centana Thủ Thiêm, Mai Chí Thọ, An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,44 m²,"2,3 tỷ",1 phòng,,,,,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42042569
"Đường  Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Nhà riêng,181 m²,"22,8 tỷ",,,,Cơ bản,Đông - Bắc,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42839795
"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,59 m²,"2,3 tỷ",2 phòng,,,Cơ bản,,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42517726
"Đường Tân Sơn, Phường 12, Gò Vấp, Hồ Chí Minh",Nhà riêng,65 m²,"7,45 tỷ",4 phòng,,4 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42871068
"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh","Nhà biệt thự, liền kề",100 m²,"26,8 tỷ",,,5 tầng,,,,03/05/2025,10/05/2025,Tin VIP Bạc,42828795
"Cityland Garden Hills - Gò Vấp, Phan Văn Trị, 5, Gò Vấp, Hồ Chí Minh","Nhà biệt thự, liền kề",200 m²,Thỏa thuận,,,,,,,03/05/2025,10/05/2025,Tin VIP Bạc,42776954
"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh","Nhà biệt thự, liền kề",100 m²,29 tỷ,,,5 tầng,,,Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42731835
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",Nhà riêng,70 m²,"10,9 tỷ",4 phòng,,5 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,29/04/2025,09/05/2025,Tin thường,38269890
"Topaz City, Cao Lỗ, 4, Quận 8, Hồ Chí Minh",Căn hộ chung cư,74 m²,"2,82 tỷ",2 phòng,,,,,,03/05/2025,13/05/2025,Tin VIP Bạc,42870691
"Dự án Centana City Điền Phúc Thành, Phường Long Trường, Quận 9, Hồ Chí Minh",Đất nền dự án,100 m²,"5,3 tỷ",,,,,Bắc,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42554818
"Đường Đại lộ 2, Phường Phước Long A, Quận 9, Hồ Chí Minh",Nhà riêng,71 m²,"6,3 tỷ",,,2 tầng,,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42533445
"Đường 15B, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,"84,8 m²","12,7 tỷ",4 phòng,,3 tầng,,,,03/05/2025,10/05/2025,Tin VIP Bạc,38236305
"Đường Lãnh Binh Thăng, Phường 13, Quận 11, Hồ Chí Minh",Nhà riêng,"26,5 m²","2,2 tỷ",2 phòng,,2 tầng,Cơ bản,Tây,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42870345
"Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Nhà riêng,170 m²,9 tỷ,3 phòng,,1 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42870586
"Dự án La Maison De Cần Giờ, Đường Lương Văn Nho, Xã Long Hòa, Cần Giờ, Hồ Chí Minh",Đất nền dự án,500 m²,Thỏa thuận,,,,,,,03/05/2025,13/05/2025,Tin VIP Bạc,41862592
"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Căn hộ chung cư,67 m²,Thỏa thuận,2 phòng,,,Đầy đủ.,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,41977107
"Đường Đại lộ 2, Phường Phước Long A, Quận 9, Hồ Chí Minh",Nhà riêng,71 m²,"6,3 tỷ",,,2 tầng,,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42533445
"Đường 15B, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,"84,8 m²","12,7 tỷ",4 phòng,,3 tầng,,,,03/05/2025,10/05/2025,Tin VIP Bạc,38236305
"Đường Lãnh Binh Thăng, Phường 13, Quận 11, Hồ Chí Minh",Nhà riêng,"26,5 m²","2,2 tỷ",2 phòng,,2 tầng,Cơ bản,Tây,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,42870345
"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Nhà riêng,"76,8 m²","11,79 tỷ",4 phòng,,4 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,01/05/2025,11/05/2025,Tin thường,42588802
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,80 m²,"8,7 tỷ",3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42568625
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà riêng,54 m²,"6,4 tỷ",4 phòng,,4 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42670833
"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"81,5 m²","3,5 tỷ",2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42443129
"Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,103 m²,"9,8 tỷ",4 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42491952
"Phường 4, Quận 4, Hồ Chí Minh",Nhà riêng,39 m²,"5,59 tỷ",4 phòng,,3 tầng,,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42608062
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",Nhà riêng,28 m²,"3,6 tỷ",2 phòng,,3 tầng,Cơ bản,Đông,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42720679
"Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Nhà mặt phố,80 m²,16 tỷ,3 phòng,,4 tầng,Đầy đủ,Tây - Nam,Sổ đỏ/ Sổ hồng,04/05/2025,14/05/2025,Tin thường,42711803
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà riêng,113 m²,"9,95 tỷ",4 phòng,,4 tầng,Đầy đủ.,Tây,Sổ đỏ/ Sổ hồng.,04/05/2025,14/05/2025,Tin thường,42650489
"Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Nhà riêng,170 m²,9 tỷ,3 phòng,,1 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,42870586
"Dự án La Maison De Cần Giờ, Đường Lương Văn Nho, Xã Long Hòa, Cần Giờ, Hồ Chí Minh",Đất nền dự án,500 m²,Thỏa thuận,,,,,,,03/05/2025,13/05/2025,Tin VIP Bạc,41862592
"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Căn hộ chung cư,67 m²,Thỏa thuận,2 phòng,,,Đầy đủ.,,Sổ đỏ/ Sổ hồng,03/05/2025,10/05/2025,Tin VIP Bạc,41977107
"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Nhà mặt phố,550 m²,33 tỷ,3 phòng,,1 tầng,Cơ bản,,Sổ đỏ/ Sổ hồng,03/05/2025,08/05/2025,Tin thường,42231949
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",Nhà riêng,80 m²,8 tỷ,,,,,,Sổ đỏ/ Sổ hồng,28/04/2025,05/05/2025,Tin thường,42849284
"Đường Chợ Lớn, Phường 11, Quận 6, Hồ Chí Minh",Nhà mặt phố,160 m²,"31,5 tỷ",4 phòng,,3 tầng,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng,03/05/2025,13/05/2025,Tin VIP Bạc,41430822
"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,59 m²,"2,6 tỷ",2 phòng,,,Đầy đủ,Đông - Nam,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin VIP Bạc,42361474
"Đường Trung Đông 11, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",Đất bán,"1.687,3 m²",7 triệu/m²,,,,,,Sổ đỏ,02/05/2025,09/05/2025,Tin VIP Bạc,41240436
"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",Nhà mặt phố,265 m²,89 tỷ,7 phòng,,7 tầng,,,,28/04/2025,05/05/2025,Tin thường,42851984
"Dự án The Marq, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",Căn hộ chung cư,128 m²,24 tỷ,3 phòng,,,Đầy đủ.,,Sổ đỏ/ Sổ hồng.,29/04/2025,06/05/2025,Tin thường,42228760
"The Rainbow - Vinhomes Grand Park, Nguyễn Xiển, Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Căn hộ chung cư,47 m²,"1,9 tỷ",,,,,,,02/05/2025,09/05/2025,Tin thường,42869880
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",Đất bán,117 m²,"4,2 tỷ",,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42869817
"The Pegasuite 2, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Căn hộ chung cư,101 m²,"5,2 tỷ",3 phòng,,,Cơ bản,Tây - Bắc,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42869811
"Dự án Xi Grand Court, Phố Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",Căn hộ chung cư,109 m²,"8,5 tỷ",3 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,36498034
"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Căn hộ chung cư,70 m²,Thỏa thuận,2 phòng,,,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42868453
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Nhà riêng,110 m²,"5,55 tỷ",,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42869697
"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",Nhà riêng,42 m²,"4,55 tỷ",2 phòng,,3 tầng,Đầy đủ,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42869638
"Đường Số 16, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Đất bán,97 m²,"5,6 tỷ",,,,,,Sổ đỏ/ Sổ hồng,02/05/2025,09/05/2025,Tin thường,42869583
"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",Nhà riêng,60 m²,"6,75 tỷ",5 phòng,,5 tầng,,Tây,Sổ đỏ/ Sổ hồng,02/05/2025,12/05/2025,Tin VIP Bạc,42869564
